user,role,business_unit,department,team
IHK0841,ProductionLineWorker,1,3 - Assembly,5 - AssemblyDept
ALD0529,Technician,1,3 - FieldService,2 - RegionalFieldService
KRG0158,AdministrativeAssistant,1,,
TJB0302,ProductionLineWorker,1,3 - Assembly,1 - AssemblyDept
ILC0838,ProductionLineWorker,1,3 - Assembly,5 - AssemblyDept
RIH0777,Technician,1,3 - FieldService,4 - RegionalFieldService
HCW0419,HardwareEngineer,1,3 - Engineering,6 - SystemsEngineering
DAL0673,Physicist,1,1 - Research,4 - Lab
RMS0266,MaterialsEngineer,1,3 - Engineering,3 - MaterialsEngineering
KDT0346,Technician,1,3 - FieldService,1 - RegionalFieldService
KAL0395,ComputerScientist,1,2 - SoftwareManagement,2 - Software
ARD0509,Technician,1,3 - FieldService,2 - RegionalFieldService
BTL0722,ProductionLineWorker,1,3 - Assembly,4 - AssemblyDept
WPE0538,AssemblySupervisor,1,3 - Assembly,3 - AssemblyDept
CLF0852,Salesman,1,2 - Sales,5 - RegionalSales
HJA0018,HumanResourceSpecialist,1,1 - Personnel,
MIM0712,ProductionLineWorker,1,3 - Assembly,4 - AssemblyDept
JCW0858,Salesman,1,2 - Sales,5 - RegionalSales
DFR0218,ITAdmin,1,6 - Security,2 - ElectronicSecurity
BAL0044,ITAdmin,1,6 - Security,2 - ElectronicSecurity
ASS0206,SecurityGuard,1,6 - Security,1 - BuildingSecurity
ASG0048,AdministrativeAssistant,1,,
TET0621,Salesman,1,2 - Sales,3 - RegionalSales
ARA0252,MechanicalEngineer,1,3 - Engineering,1 - MechanicalEngineering
AMR0318,Salesman,1,2 - Sales,1 - RegionalSales
WTF0387,Mathematician,1,1 - Research,2 - Lab
AJL0462,ProductionLineWorker,1,3 - Assembly,2 - AssemblyDept
SDF0017,HumanResourceSpecialist,1,1 - Personnel,
RDM0150,Accountant,1,1 - Accounting,
HKF0831,ProductionLineWorker,1,3 - Assembly,5 - AssemblyDept
DGF0443,MechanicalEngineer,1,3 - Engineering,7 - TestAndEvalualtion
CAB0614,Salesman,1,2 - Sales,3 - RegionalSales
DBG0261,ElectricalEngineer,1,3 - Engineering,2 - ElectricalEngineering
ZDW0859,Salesman,1,2 - Sales,5 - RegionalSales
BWH0813,ComputerScientist,1,2 - SoftwareManagement,5 - Software
DMG0358,ITAdmin,1,6 - Security,3 - ElectronicSecurity
MAE0331,Technician,1,3 - FieldService,1 - RegionalFieldService
AMD0077,ChiefEngineer,1,3 - Engineering,3 - MaterialsEngineering
XLB0710,ProductionLineWorker,1,3 - Assembly,4 - AssemblyDept
DAG0558,ComputerProgrammer,1,2 - SoftwareManagement,3 - Software
WLV0566,SoftwareEngineer,1,2 - SoftwareManagement,3 - Software
FBW0747,Salesman,1,2 - Sales,4 - RegionalSales
IBB0359,ITAdmin,1,6 - Security,3 - ElectronicSecurity
RAM0447,ProductionLineWorker,1,3 - Assembly,2 - AssemblyDept
AJD0074,AdministrativeAssistant,1,3 - Engineering,
QJR0688,ComputerProgrammer,1,2 - SoftwareManagement,4 - Software
HTF0641,Technician,1,3 - FieldService,3 - RegionalFieldService
RDT0424,SystemsEngineer,1,3 - Engineering,6 - SystemsEngineering
XRS0633,Technician,1,3 - FieldService,3 - RegionalFieldService
RLG0856,Salesman,1,2 - Sales,5 - RegionalSales
MLD0755,Salesman,1,2 - Sales,4 - RegionalSales
ETR0177,AdministrativeAssistant,1,3 - FieldService,
RYB0718,ProductionLineWorker,1,3 - Assembly,4 - AssemblyDept
AAE0190,Manager,1,1 - Purchasing,
DVM0265,MaterialsEngineer,1,3 - Engineering,3 - MaterialsEngineering
JFC0757,Technician,1,3 - FieldService,4 - RegionalFieldService
AOB0019,HumanResourceSpecialist,1,1 - Personnel,
AIP0394,SoftwareEngineer,1,2 - SoftwareManagement,2 - Software
JJB0127,MechanicalEngineer,1,2 - ManufacturingEngineering,
MCS0035,SecurityGuard,1,6 - Security,1 - BuildingSecurity
ABC0253,ElectricalEngineer,1,3 - Engineering,2 - ElectricalEngineering
TQS0212,SecurityGuard,1,6 - Security,1 - BuildingSecurity
RSM0277,SystemsEngineer,1,3 - Engineering,4 - SystemsEngineering
JER0404,SoftwareEngineer,1,2 - SoftwareManagement,2 - Software
CIG0052,AdministrativeAssistant,1,1 - Research,
IIW0249,MechanicalEngineer,1,3 - Engineering,1 - MechanicalEngineering
HVF0067,SoftwareEngineer,1,2 - SoftwareManagement,1 - Software
HWW0436,TestEngineer,1,3 - Engineering,7 - TestAndEvalualtion
PEV0323,Salesman,1,2 - Sales,1 - RegionalSales
PGO0433,TestEngineer,1,3 - Engineering,7 - TestAndEvalualtion
MVB0515,Technician,1,3 - FieldService,2 - RegionalFieldService
TJG0582,ProductionLineWorker,1,3 - Assembly,3 - AssemblyDept
SRH0155,AdministrativeAssistant,1,3 - FinancialPlanning,
IJM0444,TestEngineer,1,3 - Engineering,7 - TestAndEvalualtion
CIM0271,ComputerScientist,1,3 - Engineering,4 - SystemsEngineering
CSL0949,ProductionLineWorker,1,3 - Assembly,6 - AssemblyDept
AAN0823,ProductionLineWorker,1,3 - Assembly,5 - AssemblyDept
AKH0758,Technician,1,3 - FieldService,4 - RegionalFieldService
HSG0818,ComputerProgrammer,1,2 - SoftwareManagement,5 - Software
MIL0255,ElectricalEngineer,1,3 - Engineering,2 - ElectricalEngineering
JGM0934,SoftwareEngineer,1,2 - SoftwareManagement,6 - Software
KCO0122,IndustrialEngineer,1,1 - IndustrialEngineering,
SGB0140,ProductionLineWorker,1,3 - Assembly,1 - AssemblyDept
NAF0326,Salesman,1,2 - Sales,1 - RegionalSales
IUY0279,TestEngineer,1,3 - Engineering,5 - TestAndEvalualtion
EIM0156,Statistician,1,3 - FinancialPlanning,
ABH0663,AssemblySupervisor,1,3 - Assembly,4 - AssemblyDept
EZT0640,Technician,1,3 - FieldService,3 - RegionalFieldService
BAK0964,ProductionLineWorker,1,3 - Assembly,6 - AssemblyDept
JCC0225,ITAdmin,1,6 - Security,2 - ElectronicSecurity
EMW0105,AdministrativeAssistant,1,3 - Engineering,5 - TestAndEvalualtion
SJF0094,MaterialsEngineer,1,3 - Engineering,3 - MaterialsEngineering
CSJ0340,Technician,1,3 - FieldService,1 - RegionalFieldService
JHP0583,ProductionLineWorker,1,3 - Assembly,3 - AssemblyDept
HSD0457,ProductionLineWorker,1,3 - Assembly,2 - AssemblyDept
PGC0066,AdministrativeAssistant,1,2 - SoftwareManagement,1 - Software
WDV0573,ProductionLineWorker,1,3 - Assembly,3 - AssemblyDept
QRM0739,Salesman,1,2 - Sales,4 - RegionalSales
ASS0517,Technician,1,3 - FieldService,2 - RegionalFieldService
ESH0283,MechanicalEngineer,1,3 - Engineering,5 - TestAndEvalualtion
WBC0192,Manager,1,3 - Contracts,
PLH0715,ProductionLineWorker,1,3 - Assembly,4 - AssemblyDept
KJG0910,Technician,1,3 - FieldService,5 - RegionalFieldService
DBW0483,Salesman,1,2 - Sales,2 - RegionalSales
KBC0054,Scientist,1,1 - Research,
KNB0022,HumanResourceSpecialist,1,2 - EmployeeRelations,
PIS0522,Technician,1,3 - FieldService,2 - RegionalFieldService
ADD0846,ProductionLineWorker,1,3 - Assembly,5 - AssemblyDept
NKP0236,ComputerProgrammer,1,2 - SoftwareManagement,1 - Software
VLB0647,Technician,1,3 - FieldService,3 - RegionalFieldService
DKB0631,Technician,1,3 - FieldService,3 - RegionalFieldService
KES0729,Salesman,1,2 - Sales,4 - RegionalSales
IBB0696,ProductionLineWorker,1,3 - Assembly,4 - AssemblyDept
BLL0929,ComputerScientist,1,2 - SoftwareManagement,6 - Software
HAH0248,MechanicalEngineer,1,3 - Engineering,1 - MechanicalEngineering
NBC0412,SystemsEngineer,1,3 - Engineering,6 - SystemsEngineering
CRP0456,ProductionLineWorker,1,3 - Assembly,2 - AssemblyDept
JIG0128,MechanicalEngineer,1,2 - ManufacturingEngineering,
IJR0825,ProductionLineWorker,1,3 - Assembly,5 - AssemblyDept
ESH0135,ProductionLineWorker,1,3 - Assembly,1 - AssemblyDept
RHO0732,Salesman,1,2 - Sales,4 - RegionalSales
DGW0752,Salesman,1,2 - Sales,4 - RegionalSales
HPR0585,ProductionLineWorker,1,3 - Assembly,3 - AssemblyDept
TBT0461,ProductionLineWorker,1,3 - Assembly,2 - AssemblyDept
SAK0375,ITAdmin,1,6 - Security,3 - ElectronicSecurity
BJH0811,ComputerProgrammer,1,2 - SoftwareManagement,5 - Software
TVS0006,VicePresident,1,,
FAW0032,Manager,1,6 - Security,2 - ElectronicSecurity
WSR0241,ComputerProgrammer,1,2 - SoftwareManagement,1 - Software
LRW0970,ProductionLineWorker,1,3 - Assembly,6 - AssemblyDept
ZMC0284,MechanicalEngineer,1,3 - Engineering,5 - TestAndEvalualtion
SAC0687,ComputerScientist,1,2 - SoftwareManagement,4 - Software
CKB0427,TestEngineer,1,3 - Engineering,7 - TestAndEvalualtion
BTS0011,Director,1,2 - EmployeeRelations,
IIA0092,MaterialsEngineer,1,3 - Engineering,3 - MaterialsEngineering
WKD0013,Director,1,4 - Safety,
JNJ0556,ComputerScientist,1,2 - SoftwareManagement,3 - Software
TLH0648,Technician,1,3 - FieldService,3 - RegionalFieldService
IBP0883,Technician,1,3 - FieldService,5 - RegionalFieldService
WAS0254,ElectricalEngineer,1,3 - Engineering,2 - ElectricalEngineering
QNP0216,ITAdmin,1,6 - Security,2 - ElectronicSecurity
KLM0639,Technician,1,3 - FieldService,3 - RegionalFieldService
AIB0948,ProductionLineWorker,1,3 - Assembly,6 - AssemblyDept
RBB0485,Salesman,1,2 - Sales,2 - RegionalSales
RZC0746,Salesman,1,2 - Sales,4 - RegionalSales
MDM0976,HumanResourceSpecialist,1,1 - Personnel,
XBN0229,Scientist,1,1 - Research,1 - Lab
SMH0291,ProductionLineWorker,1,3 - Assembly,1 - AssemblyDept
MHG0244,MechanicalEngineer,1,3 - Engineering,1 - MechanicalEngineering
RAS0432,TestEngineer,1,3 - Engineering,7 - TestAndEvalualtion
EIP0997,ElectricalEngineer,1,2 - ManufacturingEngineering,
EMW0772,Technician,1,3 - FieldService,4 - RegionalFieldService
SBQ0786,LabManager,1,1 - Research,5 - Lab
PDH0716,ProductionLineWorker,1,3 - Assembly,4 - AssemblyDept
GZB0469,ProductionLineWorker,1,3 - Assembly,2 - AssemblyDept
NMB0972,ProductionLineWorker,1,3 - Assembly,6 - AssemblyDept
ONL0276,ComputerScientist,1,3 - Engineering,4 - SystemsEngineering
MBJ0312,Salesman,1,2 - Sales,1 - RegionalSales
DRR0242,ComputerProgrammer,1,2 - SoftwareManagement,1 - Software
AJH0175,Salesman,1,2 - Sales,1 - RegionalSales
LQP0508,Technician,1,3 - FieldService,2 - RegionalFieldService
DVW0103,SystemsEngineer,1,3 - Engineering,4 - SystemsEngineering
SMB0804,Scientist,1,1 - Research,5 - Lab
KBG0549,Scientist,1,1 - Research,3 - Lab
BAH0875,Salesman,1,2 - Sales,5 - RegionalSales
JAV0361,ITAdmin,1,6 - Security,3 - ElectronicSecurity
COM0321,Salesman,1,2 - Sales,1 - RegionalSales
CCC0393,ComputerProgrammer,1,2 - SoftwareManagement,2 - Software
QSV0778,Technician,1,3 - FieldService,4 - RegionalFieldService
BMC0547,Physicist,1,1 - Research,3 - Lab
AWM0764,Technician,1,3 - FieldService,4 - RegionalFieldService
FXF0957,ProductionLineWorker,1,3 - Assembly,6 - AssemblyDept
SVS0871,Salesman,1,2 - Sales,5 - RegionalSales
DJS0682,SoftwareEngineer,1,2 - SoftwareManagement,4 - Software
NHE0919,Scientist,1,1 - Research,6 - Lab
MPT0376,Mathematician,1,1 - Research,2 - Lab
AQD0820,SoftwareEngineer,1,2 - SoftwareManagement,5 - Software
YEV0793,Scientist,1,1 - Research,5 - Lab
ZCF0590,ProductionLineWorker,1,3 - Assembly,3 - AssemblyDept
KQC0708,ProductionLineWorker,1,3 - Assembly,4 - AssemblyDept
CQH0701,ProductionLineWorker,1,3 - Assembly,4 - AssemblyDept
PDW0259,ElectricalEngineer,1,3 - Engineering,2 - ElectricalEngineering
FWM0707,ProductionLineWorker,1,3 - Assembly,4 - AssemblyDept
HDS0367,ITAdmin,1,6 - Security,3 - ElectronicSecurity
SER0165,AdministrativeAssistant,1,2 - Sales,
SBD0913,AssemblySupervisor,1,3 - Assembly,6 - AssemblyDept
JKF0465,ProductionLineWorker,1,3 - Assembly,2 - AssemblyDept
BNR0965,ProductionLineWorker,1,3 - Assembly,6 - AssemblyDept
ASV0946,ProductionLineWorker,1,3 - Assembly,6 - AssemblyDept
NNA0610,Salesman,1,2 - Sales,3 - RegionalSales
KQS0415,SystemsEngineer,1,3 - Engineering,6 - SystemsEngineering
VTT0385,Scientist,1,1 - Research,2 - Lab
ASG0692,ComputerScientist,1,2 - SoftwareManagement,4 - Software
WPR0368,ITAdmin,1,6 - Security,3 - ElectronicSecurity
HAV0121,IndustrialEngineer,1,1 - IndustrialEngineering,
HCC0344,Technician,1,3 - FieldService,1 - RegionalFieldService
UBF0645,Technician,1,3 - FieldService,3 - RegionalFieldService
TSR0676,Scientist,1,1 - Research,4 - Lab
NKH0979,HumanResourceSpecialist,1,2 - EmployeeRelations,
SXM0895,Technician,1,3 - FieldService,5 - RegionalFieldService
KCS0173,Salesman,1,2 - Sales,1 - RegionalSales
PMV0850,ProductionLineWorker,1,3 - Assembly,5 - AssemblyDept
PKB0281,ElectricalEngineer,1,3 - Engineering,5 - TestAndEvalualtion
MIC0726,Salesman,1,2 - Sales,4 - RegionalSales
SDO0170,Salesman,1,2 - Sales,1 - RegionalSales
VAA0087,ElectricalEngineer,1,3 - Engineering,2 - ElectricalEngineering
ELB0847,ProductionLineWorker,1,3 - Assembly,5 - AssemblyDept
SBK0161,Director,1,3 - FieldService,
ASL0378,Scientist,1,1 - Research,2 - Lab
TLM0797,Mathematician,1,1 - Research,5 - Lab
SOF0808,ComputerProgrammer,1,2 - SoftwareManagement,5 - Software
SGM0021,AdministrativeAssistant,1,2 - EmployeeRelations,
FBA0348,Manager,1,6 - Security,3 - ElectronicSecurity
ARL0034,SecurityGuard,1,6 - Security,1 - BuildingSecurity
YJF0532,Technician,1,3 - FieldService,2 - RegionalFieldService
RJM0381,Scientist,1,1 - Research,2 - Lab
JMW0638,Technician,1,3 - FieldService,3 - RegionalFieldService
EMS0317,Salesman,1,2 - Sales,1 - RegionalSales
MNS0224,ITAdmin,1,6 - Security,2 - ElectronicSecurity
WVB0539,Manager,1,2 - Sales,3 - RegionalSales
SSG0250,MechanicalEngineer,1,3 - Engineering,1 - MechanicalEngineering
MLM0950,ProductionLineWorker,1,3 - Assembly,6 - AssemblyDept
HPH0075,ChiefEngineer,1,3 - Engineering,1 - MechanicalEngineering
VMJ0546,Physicist,1,1 - Research,3 - Lab
NLO0131,ProductionLineWorker,1,3 - Assembly,1 - AssemblyDept
PES0085,AdministrativeAssistant,1,3 - Engineering,2 - ElectricalEngineering
OHC0973,ProductionLineWorker,1,3 - Assembly,6 - AssemblyDept
NMF0780,Technician,1,3 - FieldService,4 - RegionalFieldService
LEM0605,Salesman,1,2 - Sales,3 - RegionalSales
BEC0505,Salesman,1,2 - Sales,2 - RegionalSales
OLF0504,Salesman,1,2 - Sales,2 - RegionalSales
KVS0425,SystemsEngineer,1,3 - Engineering,6 - SystemsEngineering
AJR0319,Salesman,1,2 - Sales,1 - RegionalSales
DLS0383,Scientist,1,1 - Research,2 - Lab
BCR0581,ProductionLineWorker,1,3 - Assembly,3 - AssemblyDept
LDB0090,AdministrativeAssistant,1,3 - Engineering,3 - MaterialsEngineering
GAF0570,SoftwareEngineer,1,2 - SoftwareManagement,3 - Software
NNS0059,Scientist,1,1 - Research,1 - Lab
JRL0574,ProductionLineWorker,1,3 - Assembly,3 - AssemblyDept
NSS0876,Salesman,1,2 - Sales,5 - RegionalSales
SOB0586,ProductionLineWorker,1,3 - Assembly,3 - AssemblyDept
DDA0476,Salesman,1,2 - Sales,2 - RegionalSales
DEB0782,Technician,1,3 - FieldService,4 - RegionalFieldService
OLW0689,SoftwareEngineer,1,2 - SoftwareManagement,4 - Software
MMG0943,SoftwareEngineer,1,2 - SoftwareManagement,6 - Software
RNL0695,ComputerScientist,1,2 - SoftwareManagement,4 - Software
LNR0656,Technician,1,3 - FieldService,3 - RegionalFieldService
AMJ0297,ProductionLineWorker,1,3 - Assembly,1 - AssemblyDept
HRL0540,FieldServiceEngineer,1,3 - FieldService,3 - RegionalFieldService
DLF0377,Mathematician,1,1 - Research,2 - Lab
TPH0474,ProductionLineWorker,1,3 - Assembly,2 - AssemblyDept
KCF0045,ITAdmin,1,6 - Security,2 - ElectronicSecurity
BIS0247,MechanicalEngineer,1,3 - Engineering,1 - MechanicalEngineering
MSS0001,President,1,,
EFS0882,Technician,1,3 - FieldService,5 - RegionalFieldService
NWK0215,SecurityGuard,1,6 - Security,1 - BuildingSecurity
CSH0626,Salesman,1,2 - Sales,3 - RegionalSales
BHW0458,ProductionLineWorker,1,3 - Assembly,2 - AssemblyDept
SSH0799,Scientist,1,1 - Research,5 - Lab
CAS0507,Technician,1,3 - FieldService,2 - RegionalFieldService
DID0650,Technician,1,3 - FieldService,3 - RegionalFieldService
KAT0270,ElectricalEngineer,1,3 - Engineering,4 - SystemsEngineering
TEM0977,HumanResourceSpecialist,1,1 - Personnel,
SHR0334,Technician,1,3 - FieldService,1 - RegionalFieldService
JDC0030,AdministrativeAssistant,1,6 - Security,
CKP0721,ProductionLineWorker,1,3 - Assembly,4 - AssemblyDept
HIA0414,SystemsEngineer,1,3 - Engineering,6 - SystemsEngineering
HSP0290,ProductionLineWorker,1,3 - Assembly,1 - AssemblyDept
HRW0550,Scientist,1,1 - Research,3 - Lab
KBB0189,AdministrativeAssistant,1,,
CBB0365,ITAdmin,1,6 - Security,3 - ElectronicSecurity
DLH0029,NursePractitioner,1,5 - Medical,
QPM0727,Salesman,1,2 - Sales,4 - RegionalSales
KVT0028,Nurse,1,5 - Medical,
LFS0071,SoftwareEngineer,1,2 - SoftwareManagement,1 - Software
WNB0908,Technician,1,3 - FieldService,5 - RegionalFieldService
PAD0773,Technician,1,3 - FieldService,4 - RegionalFieldService
BJH0354,Manager,1,2 - Sales,2 - RegionalSales
ONW0083,MechanicalEngineer,1,3 - Engineering,1 - MechanicalEngineering
SSJ0784,Technician,1,3 - FieldService,4 - RegionalFieldService
KJP0371,ITAdmin,1,6 - Security,3 - ElectronicSecurity
IMB0481,Salesman,1,2 - Sales,2 - RegionalSales
BTR0403,ComputerScientist,1,2 - SoftwareManagement,2 - Software
DLM0051,Director,1,3 - Engineering,
AHM0410,SystemsEngineer,1,3 - Engineering,6 - SystemsEngineering
CHM0821,ProductionLineWorker,1,3 - Assembly,5 - AssemblyDept
JBM0350,Manager,1,2 - SoftwareManagement,2 - Software
PLH0862,Salesman,1,2 - Sales,5 - RegionalSales
RCP0785,Technician,1,3 - FieldService,4 - RegionalFieldService
NSC0597,ProductionLineWorker,1,3 - Assembly,3 - AssemblyDept
AVM0947,ProductionLineWorker,1,3 - Assembly,6 - AssemblyDept
MSZ0310,Salesman,1,2 - Sales,1 - RegionalSales
SDB0106,MechanicalEngineer,1,3 - Engineering,5 - TestAndEvalualtion
HAC0282,ElectricalEngineer,1,3 - Engineering,5 - TestAndEvalualtion
HSB0196,PurchasingClerk,1,1 - Purchasing,
BRM0995,IndustrialEngineer,1,1 - IndustrialEngineering,
SES0477,Salesman,1,2 - Sales,2 - RegionalSales
RNF0765,Technician,1,3 - FieldService,4 - RegionalFieldService
GNZ0953,ProductionLineWorker,1,3 - Assembly,6 - AssemblyDept
HRB0351,ChiefEngineer,1,3 - Engineering,6 - SystemsEngineering
ZSB0649,Technician,1,3 - FieldService,3 - RegionalFieldService
ADC0391,SoftwareEngineer,1,2 - SoftwareManagement,2 - Software
PMC0328,Technician,1,3 - FieldService,1 - RegionalFieldService
ILJ0526,Technician,1,3 - FieldService,2 - RegionalFieldService
ANT0430,TestEngineer,1,3 - Engineering,7 - TestAndEvalualtion
DFH0188,Technician,1,3 - FieldService,1 - RegionalFieldService
LLV0602,Salesman,1,2 - Sales,3 - RegionalSales
GCR0554,Physicist,1,1 - Research,3 - Lab
SJO0209,SecurityGuard,1,6 - Security,1 - BuildingSecurity
NGC0058,Mathematician,1,1 - Research,1 - Lab
LHL0309,Salesman,1,2 - Sales,1 - RegionalSales
EJW0884,Technician,1,3 - FieldService,5 - RegionalFieldService
CRO0027,HealthSafetyEngineer,1,4 - Safety,
HKR0628,Salesman,1,2 - Sales,3 - RegionalSales
GTD0116,Manager,1,1 - IndustrialEngineering,
DSB0731,Salesman,1,2 - Sales,4 - RegionalSales
HDJ0446,ProductionLineWorker,1,3 - Assembly,2 - AssemblyDept
CHG0146,Manager,1,1 - Accounting,
AIH0675,Scientist,1,1 - Research,4 - Lab
APG0307,ProductionLineWorker,1,3 - Assembly,1 - AssemblyDept
RHC0335,Technician,1,3 - FieldService,1 - RegionalFieldService
IJW0851,Salesman,1,2 - Sales,5 - RegionalSales
NAR0981,ComputerTrainer,1,3 - Training,
NUL0471,ProductionLineWorker,1,3 - Assembly,2 - AssemblyDept
MIB0904,Technician,1,3 - FieldService,5 - RegionalFieldService
HBB0056,Scientist,1,1 - Research,
MCJ0324,Salesman,1,2 - Sales,1 - RegionalSales
HDH0928,Mathematician,1,1 - Research,6 - Lab
MOH0273,HardwareEngineer,1,3 - Engineering,4 - SystemsEngineering
KNW0644,Technician,1,3 - FieldService,3 - RegionalFieldService
CGA0629,Salesman,1,2 - Sales,3 - RegionalSales
NMS0280,Technician,1,3 - Engineering,5 - TestAndEvalualtion
THD0448,ProductionLineWorker,1,3 - Assembly,2 - AssemblyDept
SPA0141,AdministrativeAssistant,1,4 - QualityControl,
LPC0492,Salesman,1,2 - Sales,2 - RegionalSales
BTN0061,Scientist,1,1 - Research,1 - Lab
HGH0595,ProductionLineWorker,1,3 - Assembly,3 - AssemblyDept
BAM0611,Salesman,1,2 - Sales,3 - RegionalSales
KKC0683,SoftwareEngineer,1,2 - SoftwareManagement,4 - Software
BBS0422,ElectricalEngineer,1,3 - Engineering,6 - SystemsEngineering
HDL0748,Salesman,1,2 - Sales,4 - RegionalSales
DCC0160,Director,1,2 - Sales,
MES0407,SystemsEngineer,1,3 - Engineering,6 - SystemsEngineering
LMF0980,HumanResourceSpecialist,1,2 - EmployeeRelations,
BMM0112,Technician,1,3 - Engineering,5 - TestAndEvalualtion
LTS0860,Salesman,1,2 - Sales,5 - RegionalSales
ESJ0670,Scientist,1,1 - Research,4 - Lab
AAF0791,Physicist,1,1 - Research,5 - Lab
SAC0592,ProductionLineWorker,1,3 - Assembly,3 - AssemblyDept
UCS0227,Mathematician,1,1 - Research,1 - Lab
JCR0770,Technician,1,3 - FieldService,4 - RegionalFieldService
MKW0441,Technician,1,3 - Engineering,7 - TestAndEvalualtion
TSM0927,Scientist,1,1 - Research,6 - Lab
OJK0233,Physicist,1,1 - Research,1 - Lab
SMW0084,MechanicalEngineer,1,3 - Engineering,1 - MechanicalEngineering
BEH0615,Salesman,1,2 - Sales,3 - RegionalSales
ADF0397,SoftwareEngineer,1,2 - SoftwareManagement,2 - Software
NJC0705,ProductionLineWorker,1,3 - Assembly,4 - AssemblyDept
JMD0520,Technician,1,3 - FieldService,2 - RegionalFieldService
LAF0991,IndustrialEngineer,1,1 - IndustrialEngineering,
KBS0874,Salesman,1,2 - Sales,5 - RegionalSales
GHH0288,ProductionLineWorker,1,3 - Assembly,1 - AssemblyDept
TAC0300,ProductionLineWorker,1,3 - Assembly,1 - AssemblyDept
JAJ0849,ProductionLineWorker,1,3 - Assembly,5 - AssemblyDept
NOB0181,Technician,1,3 - FieldService,1 - RegionalFieldService
DTP0379,Physicist,1,1 - Research,2 - Lab
CJM0138,ProductionLineWorker,1,3 - Assembly,1 - AssemblyDept
FHS0837,ProductionLineWorker,1,3 - Assembly,5 - AssemblyDept
CAA0612,Salesman,1,2 - Sales,3 - RegionalSales
ELT0769,Technician,1,3 - FieldService,4 - RegionalFieldService
KJW0416,SystemsEngineer,1,3 - Engineering,6 - SystemsEngineering
CTR0341,Technician,1,3 - FieldService,1 - RegionalFieldService
DIC0988,NursePractitioner,1,5 - Medical,
JJH0292,ProductionLineWorker,1,3 - Assembly,1 - AssemblyDept
MJS0890,Technician,1,3 - FieldService,5 - RegionalFieldService
TOR0193,AdministrativeAssistant,1,1 - Purchasing,
SCB0534,Technician,1,3 - FieldService,2 - RegionalFieldService
MDH0686,SoftwareEngineer,1,2 - SoftwareManagement,4 - Software
JOM0750,Salesman,1,2 - Sales,4 - RegionalSales
BRB0355,FieldServiceEngineer,1,3 - FieldService,2 - RegionalFieldService
MJM0510,Technician,1,3 - FieldService,2 - RegionalFieldService
KJM0887,Technician,1,3 - FieldService,5 - RegionalFieldService
CBG0398,SoftwareEngineer,1,2 - SoftwareManagement,2 - Software
TDS0984,ComputerTrainer,1,3 - Training,
LRR0148,Manager,1,3 - FinancialPlanning,
CLB0774,Technician,1,3 - FieldService,4 - RegionalFieldService
VEB0935,ComputerScientist,1,2 - SoftwareManagement,6 - Software
MCT0720,ProductionLineWorker,1,3 - Assembly,4 - AssemblyDept
JDF0593,ProductionLineWorker,1,3 - Assembly,3 - AssemblyDept
CJG0470,ProductionLineWorker,1,3 - Assembly,2 - AssemblyDept
BXJ0010,Director,1,1 - Personnel,
WBC0315,Salesman,1,2 - Sales,1 - RegionalSales
CGB0637,Technician,1,3 - FieldService,3 - RegionalFieldService
CAN0842,ProductionLineWorker,1,3 - Assembly,5 - AssemblyDept
HTH0007,VicePresident,1,,
BJM0111,Technician,1,3 - Engineering,5 - TestAndEvalualtion
MAW0166,Manager,1,2 - Sales,1 - RegionalSales
ACV0812,ComputerProgrammer,1,2 - SoftwareManagement,5 - Software
KWE0082,MechanicalEngineer,1,3 - Engineering,1 - MechanicalEngineering
ECL0930,ComputerProgrammer,1,2 - SoftwareManagement,6 - Software
RHP0484,Salesman,1,2 - Sales,2 - RegionalSales
BAM0636,Technician,1,3 - FieldService,3 - RegionalFieldService
DDM0579,ProductionLineWorker,1,3 - Assembly,3 - AssemblyDept
UIR0043,ITAdmin,1,6 - Security,2 - ElectronicSecurity
JCR0172,Salesman,1,2 - Sales,1 - RegionalSales
ATE0869,Salesman,1,2 - Sales,5 - RegionalSales
IBS0836,ProductionLineWorker,1,3 - Assembly,5 - AssemblyDept
DTT0076,ChiefEngineer,1,3 - Engineering,2 - ElectricalEngineering
PRM0740,Salesman,1,2 - Sales,4 - RegionalSales
FGW0853,Salesman,1,2 - Sales,5 - RegionalSales
JSH0330,Technician,1,3 - FieldService,1 - RegionalFieldService
